stint_id,stint_number,compound,tyre_age_at_start,lap_start,lap_end,race_id,driver_id
1682,2,MEDIUM,6.0,7,15,7782,27
1683,2,SOFT,0.0,8,8,7782,77
1684,3,SOFT,6.0,8,13,7782,18
1685,3,SOFT,6.0,8,14,7782,14
1686,2,MEDIUM,7.0,8,17,7782,20
1687,3,MEDIUM,0.0,9,13,7782,77
1688,2,MEDIUM,9.0,10,10,7782,24
1689,2,SOFT,9.0,10,16,7782,16
1690,2,SOFT,0.0,11,11,7782,2
1691,2,SOFT,10.0,11,11,7782,23
1692,3,SOFT,0.0,11,11,7782,24
1693,3,SOFT,10.0,11,16,7782,55
1694,2,SOFT,0.0,11,20,7782,10
1695,2,SOFT,11.0,12,12,7782,21
1696,3,SOFT,0.0,12,17,7782,11
1697,4,SOFT,1.0,12,18,7782,24
1698,3,SOFT,0.0,12,19,7782,2
1699,2,SOFT,0.0,12,19,7782,22
1700,2,SOFT,0.0,12,19,7782,81
1701,3,SOFT,0.0,12,20,7782,23
1702,2,SOFT,0.0,12,20,7782,31
1703,2,SOFT,0.0,12,22,7782,63
1704,3,SOFT,0.0,13,13,7782,21
1705,4,SOFT,5.0,14,18,7782,77
1706,4,SOFT,0.0,14,20,7782,18
1707,4,SOFT,0.0,14,22,7782,21
1708,4,SOFT,0.0,15,22,7782,14
1709,3,SOFT,0.0,16,24,7782,27
1710,2,SOFT,0.0,16,24,7782,44
1711,3,SOFT,16.0,17,20,7782,16
1712,4,SOFT,16.0,17,20,7782,55
1713,3,SOFT,0.0,18,21,7782,1
1714,3,SOFT,0.0,18,26,7782,20
1715,5,MEDIUM,10.0,19,19,7782,24
1716,5,MEDIUM,8.0,19,19,7782,77
1717,4,SOFT,11.0,20,20,7782,2
1718,6,MEDIUM,11.0,20,20,7782,24
1719,3,SOFT,0.0,20,21,7782,81
1720,3,SOFT,8.0,20,22,7782,22
1721,6,SOFT,10.0,20,24,7782,77
1722,5,SOFT,0.0,21,21,7782,18
1723,4,SOFT,11.0,21,21,7782,23
1724,3,SOFT,11.0,21,23,7782,10
1725,3,SOFT,14.0,21,23,7782,31
1726,4,MEDIUM,0.0,21,28,7782,16
1727,5,MEDIUM,0.0,21,29,7782,55
1728,6,SOFT,8.0,22,22,7782,18
1729,4,SOFT,0.0,22,24,7782,1
1730,5,SOFT,8.0,23,23,7782,14
1731,5,SOFT,9.0,23,23,7782,21
1732,3,SOFT,11.0,23,23,7782,63
1733,6,SOFT,9.0,24,26,7782,14
1734,3,SOFT,15.0,25,25,7782,44
1735,1,UNKNOWN,0.0,1,1,7783,10
1736,1,SOFT,0.0,1,2,7783,1
1737,1,SOFT,0.0,1,2,7783,11
1738,1,SOFT,0.0,1,2,7783,14
1739,1,SOFT,0.0,1,2,7783,16
1740,1,SOFT,0.0,1,2,7783,18
1741,1,SOFT,0.0,1,2,7783,31
1742,1,SOFT,0.0,1,2,7783,44
1743,1,SOFT,0.0,1,2,7783,55
1744,1,SOFT,0.0,1,2,7783,63
1745,1,SOFT,0.0,1,3,7783,2
1746,1,SOFT,0.0,1,4,7783,4
1747,1,SOFT,0.0,1,4,7783,20
1748,1,SOFT,0.0,1,4,7783,21
1749,1,SOFT,0.0,1,4,7783,22
1750,1,SOFT,0.0,1,4,7783,23
1751,1,SOFT,0.0,1,4,7783,24
1752,1,SOFT,0.0,1,4,7783,27
1753,1,SOFT,0.0,1,4,7783,77
1754,1,SOFT,0.0,1,4,7783,81
1755,2,SOFT,0.0,2,9,7783,10
1756,2,SOFT,2.0,3,9,7783,1
1757,2,SOFT,2.0,3,9,7783,16
1758,2,SOFT,0.0,3,10,7783,31
1759,2,SOFT,2.0,3,10,7783,44
1760,2,SOFT,2.0,3,10,7783,55
1761,2,SOFT,2.0,3,11,7783,14
1762,2,SOFT,0.0,3,11,7783,18
1763,2,SOFT,2.0,3,11,7783,63
1764,2,SOFT,3.0,4,4,7783,2
1765,2,SOFT,0.0,5,10,7783,20
1766,2,SOFT,0.0,5,10,7783,27
1767,3,SOFT,0.0,5,12,7783,2
1768,2,SOFT,0.0,5,12,7783,21
1769,2,SOFT,0.0,5,12,7783,22
1770,2,SOFT,0.0,5,12,7783,23
1771,2,SOFT,0.0,5,12,7783,24
1772,2,SOFT,0.0,5,12,7783,77
1773,2,SOFT,0.0,5,12,7783,81
1774,2,SOFT,0.0,5,13,7783,4
1775,3,SOFT,0.0,10,13,7783,1
1776,3,SOFT,0.0,10,14,7783,16
1777,3,SOFT,0.0,10,17,7783,10
1778,3,SOFT,0.0,11,14,7783,20
1779,3,SOFT,0.0,11,15,7783,27
1780,3,SOFT,0.0,11,16,7783,55
1781,3,SOFT,0.0,11,18,7783,31
1782,3,SOFT,0.0,11,20,7783,44
1783,3,SOFT,0.0,12,16,7783,18
1784,3,SOFT,0.0,12,18,7783,14
1785,3,SOFT,0.0,12,21,7783,63
1786,3,SOFT,4.0,13,16,7783,23
1787,3,SOFT,0.0,13,18,7783,21
1788,3,SOFT,0.0,13,18,7783,22
1789,4,SOFT,4.0,14,16,7783,1
1790,3,SOFT,0.0,14,17,7783,4
1791,4,SOFT,0.0,15,18,7783,16
1792,4,SOFT,0.0,15,18,7783,20
1793,4,SOFT,0.0,16,19,7783,27
1794,4,SOFT,2.0,17,20,7783,18
1795,4,SOFT,0.0,17,20,7783,55
1796,5,SOFT,0.0,17,21,7783,1
1797,4,SOFT,0.0,17,21,7783,23
1798,4,SOFT,0.0,18,24,7783,4
1799,4,SOFT,0.0,18,25,7783,10
1800,4,SOFT,0.0,19,22,7783,14
1801,5,SOFT,0.0,19,22,7783,16
1802,4,SOFT,0.0,19,22,7783,22
1803,4,SOFT,0.0,19,23,7783,21
1804,5,SOFT,2.0,20,22,7783,27
1805,4,SOFT,0.0,21,24,7783,44
1806,5,SOFT,0.0,21,24,7783,55
1807,5,SOFT,0.0,21,26,7783,18
1808,6,SOFT,0.0,22,24,7783,1
1809,4,SOFT,0.0,22,25,7783,63
1810,5,SOFT,0.0,22,27,7783,23
1811,6,SOFT,0.0,23,25,7783,16
1812,5,SOFT,0.0,23,26,7783,14
1813,6,SOFT,0.0,23,26,7783,27
1814,5,SOFT,0.0,25,28,7783,44
1815,6,SOFT,0.0,25,28,7783,55
1816,5,SOFT,0.0,26,29,7783,63
1817,1,HARD,0.0,1,1,7787,2
1818,1,HARD,0.0,1,1,7787,11
1819,1,MEDIUM,0.0,1,1,7787,16
1820,1,SOFT,0.0,1,1,7787,24
1821,1,SOFT,0.0,1,1,7787,31
1822,1,SOFT,0.0,1,1,7787,77
1823,1,MEDIUM,0.0,1,7,7787,20
1824,1,MEDIUM,0.0,1,7,7787,23
1825,1,MEDIUM,0.0,1,7,7787,55
1826,1,MEDIUM,0.0,1,7,7787,63
1827,1,MEDIUM,0.0,1,8,7787,1
1828,1,MEDIUM,0.0,1,8,7787,4
1829,1,SOFT,0.0,1,8,7787,10
1830,1,MEDIUM,1.0,1,8,7787,14
1831,1,MEDIUM,1.0,1,8,7787,18
1832,1,HARD,0.0,1,8,7787,21
1833,1,MEDIUM,0.0,1,8,7787,22
1834,1,MEDIUM,0.0,1,8,7787,27
1835,1,MEDIUM,0.0,1,8,7787,44
1836,1,MEDIUM,0.0,1,8,7787,81
1837,2,MEDIUM,0.0,2,2,7787,2
1838,2,MEDIUM,0.0,2,2,7787,11
1839,2,HARD,0.0,2,8,7787,24
1840,2,HARD,0.0,2,8,7787,31
1841,2,HARD,0.0,2,8,7787,77
1842,3,HARD,1.0,3,8,7787,2
1843,3,HARD,0.0,3,8,7787,11
1844,2,HARD,0.0,8,8,7787,20
1845,2,HARD,0.0,8,8,7787,55
1846,2,HARD,0.0,8,8,7787,63
1847,3,HARD,1.0,9,17,7787,63
1848,4,MEDIUM,0.0,9,36,7787,2
1849,2,MEDIUM,0.0,9,45,7787,21
1850,3,HARD,1.0,9,52,7787,20
1851,3,HARD,7.0,9,53,7787,77
1852,2,HARD,0.0,9,54,7787,22
1853,3,HARD,7.0,9,54,7787,24
1854,2,HARD,0.0,9,54,7787,81
1855,2,HARD,0.0,9,55,7787,1
1856,2,HARD,0.0,9,55,7787,4
1857,2,HARD,0.0,9,55,7787,10
1858,4,HARD,1.0,9,55,7787,11
1859,2,HARD,0.0,9,55,7787,14
1860,2,HARD,0.0,9,55,7787,18
1861,2,HARD,0.0,9,55,7787,27
1862,3,HARD,7.0,9,55,7787,31
1863,2,HARD,0.0,9,55,7787,44
1864,3,HARD,1.0,9,55,7787,55
1865,5,HARD,7.0,37,54,7787,2
1866,3,SOFT,0.0,46,54,7787,21
1867,4,SOFT,0.0,54,54,7787,77
1868,6,SOFT,0.0,55,55,7787,2
1869,4,SOFT,4.0,55,55,7787,21
1870,3,SOFT,0.0,55,55,7787,22
1871,4,SOFT,0.0,55,55,7787,24
1872,5,UNKNOWN,0.0,55,55,7787,77
1873,3,SOFT,0.0,55,55,7787,81
1874,3,SOFT,3.0,56,57,7787,1
1875,7,SOFT,1.0,56,57,7787,2
1876,3,SOFT,0.0,56,57,7787,4
1877,3,SOFT,0.0,56,57,7787,10
1878,5,SOFT,0.0,56,57,7787,11
1879,3,SOFT,4.0,56,57,7787,14
1880,3,SOFT,5.0,56,57,7787,18
1881,5,SOFT,0.0,56,57,7787,21
1882,4,SOFT,4.0,56,57,7787,22
1883,5,SOFT,0.0,56,57,7787,24
1884,3,SOFT,4.0,56,57,7787,27
1885,4,SOFT,0.0,56,57,7787,31
1886,3,SOFT,4.0,56,57,7787,44
1887,4,SOFT,4.0,56,57,7787,55
1888,6,SOFT,2.0,56,57,7787,77
1889,4,SOFT,0.0,56,57,7787,81
1890,4,SOFT,5.0,58,58,7787,1
1891,4,SOFT,4.0,58,58,7787,4
1892,6,SOFT,0.0,58,58,7787,11
1893,4,SOFT,4.0,58,58,7787,14
1894,4,SOFT,6.0,58,58,7787,18
1895,5,SOFT,8.0,58,58,7787,22
1896,6,SOFT,2.0,58,58,7787,24
1897,4,SOFT,0.0,58,58,7787,27
1898,4,SOFT,4.0,58,58,7787,44
1899,5,SOFT,4.0,58,58,7787,55
1900,7,SOFT,4.0,58,58,7787,77
1901,5,SOFT,0.0,58,58,7787,81
1902,1,MEDIUM,0.0,1,2,9063,44
1903,1,SOFT,0.0,1,4,9063,22
1904,1,MEDIUM,0.0,1,7,9063,1
1905,1,MEDIUM,0.0,1,7,9063,2
1906,1,MEDIUM,0.0,1,7,9063,10
1907,1,MEDIUM,0.0,1,7,9063,11
1908,1,HARD,0.0,1,7,9063,16
1909,1,HARD,0.0,1,7,9063,20
1910,1,MEDIUM,0.0,1,7,9063,31
1911,1,HARD,0.0,1,7,9063,81
1912,1,HARD,0.0,1,8,9063,4
1913,1,MEDIUM,0.0,1,8,9063,14
1914,1,MEDIUM,0.0,1,8,9063,18
1915,1,SOFT,0.0,1,8,9063,21
1916,1,MEDIUM,0.0,1,8,9063,23
1917,1,MEDIUM,0.0,1,8,9063,24
1918,1,HARD,0.0,1,8,9063,27
1919,1,HARD,0.0,1,8,9063,55
1920,1,MEDIUM,0.0,1,8,9063,63
1921,1,MEDIUM,0.0,1,8,9063,77
1922,2,MEDIUM,2.0,3,4,9063,44
1923,2,MEDIUM,0.0,5,9,9063,22
1924,3,MEDIUM,0.0,5,18,9063,44
1925,2,MEDIUM,7.0,8,13,9063,1
1926,2,MEDIUM,7.0,8,13,9063,2
1927,2,MEDIUM,7.0,8,13,9063,11
1928,2,HARD,7.0,8,13,9063,16
1929,2,HARD,7.0,8,13,9063,81
1930,2,MEDIUM,8.0,9,13,9063,63
1931,2,MEDIUM,0.0,9,14,9063,27
1932,2,MEDIUM,8.0,9,14,9063,77
1933,2,HARD,8.0,9,15,9063,4
1934,2,MEDIUM,0.0,9,15,9063,14
1935,2,MEDIUM,8.0,9,15,9063,23
1936,2,MEDIUM,8.0,9,15,9063,24
1937,2,HARD,8.0,9,15,9063,55
1938,2,MEDIUM,0.0,9,16,9063,18
1939,2,MEDIUM,0.0,9,16,9063,21
1940,3,SOFT,0.0,10,18,9063,22
1941,3,SOFT,0.0,14,16,9063,2
1942,3,SOFT,0.0,14,16,9063,63
1943,3,SOFT,0.0,14,21,9063,16
1944,3,SOFT,0.0,14,22,9063,1
1945,3,SOFT,0.0,14,22,9063,11
1946,3,SOFT,0.0,14,23,9063,81
1947,3,SOFT,0.0,15,21,9063,27
1948,3,SOFT,0.0,15,23,9063,77
1949,3,MEDIUM,15.0,16,20,9063,14
1950,3,SOFT,0.0,16,22,9063,4
1951,3,SOFT,0.0,16,23,9063,24
1952,3,SOFT,0.0,16,23,9063,55
1953,3,SOFT,0.0,16,25,9063,23
1954,3,SOFT,0.0,17,20,9063,18
1955,4,MEDIUM,13.0,17,20,9063,63
1956,3,SOFT,0.0,17,24,9063,21
1957,4,MEDIUM,18.0,19,21,9063,44
1958,4,HARD,0.0,21,23,9063,18
1959,1,SOFT,8.0,1,2,9064,55
1960,1,SOFT,0.0,1,3,9064,21
1961,1,SOFT,0.0,1,4,9064,1
1962,1,SOFT,0.0,1,4,9064,2
1963,1,SOFT,0.0,1,4,9064,4
1964,1,SOFT,0.0,1,4,9064,10
1965,1,SOFT,0.0,1,4,9064,11
1966,1,SOFT,0.0,1,4,9064,14
1967,1,SOFT,0.0,1,4,9064,16
1968,1,SOFT,4.0,1,4,9064,18
1969,1,SOFT,0.0,1,4,9064,22
1970,1,SOFT,0.0,1,4,9064,23
1971,1,SOFT,0.0,1,4,9064,24
1972,1,SOFT,0.0,1,4,9064,31
1973,1,SOFT,0.0,1,4,9064,63
1974,1,SOFT,0.0,1,4,9064,77
1975,1,SOFT,0.0,1,4,9064,81
1976,1,SOFT,0.0,1,5,9064,20
1977,1,SOFT,0.0,1,5,9064,27
1978,1,SOFT,0.0,1,5,9064,44
1979,2,SOFT,0.0,3,4,9064,55
1980,2,SOFT,4.0,5,5,9064,1
1981,2,SOFT,0.0,5,5,9064,4
1982,2,SOFT,4.0,5,5,9064,14
1983,2,SOFT,4.0,5,5,9064,16
1984,2,SOFT,0.0,5,6,9064,2
1985,2,SOFT,0.0,5,6,9064,10
1986,2,SOFT,4.0,5,6,9064,11
1987,2,SOFT,0.0,5,6,9064,18
1988,2,SOFT,0.0,5,6,9064,23
1989,2,SOFT,0.0,5,6,9064,24
1990,2,SOFT,0.0,5,6,9064,31
1991,3,SOFT,2.0,5,6,9064,55
1992,2,SOFT,0.0,5,6,9064,63
1993,2,SOFT,0.0,5,6,9064,77
1994,2,SOFT,0.0,5,6,9064,81
1995,2,SOFT,0.0,5,9,9064,22
1996,2,SOFT,0.0,6,7,9064,20
1997,2,SOFT,0.0,6,7,9064,44
1998,3,SOFT,5.0,6,8,9064,1
1999,3,SOFT,0.0,6,9,9064,4
2000,3,SOFT,5.0,6,10,9064,14
2001,3,SOFT,5.0,6,10,9064,16
2002,2,SOFT,0.0,6,10,9064,27
2003,3,SOFT,6.0,7,10,9064,11
2004,3,SOFT,0.0,7,11,9064,2
2005,3,SOFT,0.0,7,11,9064,18
2006,3,SOFT,0.0,7,11,9064,23
2007,3,SOFT,0.0,7,11,9064,24
2008,3,SOFT,0.0,7,11,9064,31
2009,4,SOFT,0.0,7,11,9064,55
2010,3,SOFT,2.0,7,11,9064,63
2011,3,SOFT,0.0,7,11,9064,77
2012,3,SOFT,0.0,7,11,9064,81
2013,3,SOFT,0.0,8,9,9064,20
2014,3,SOFT,2.0,8,11,9064,44
2015,4,SOFT,0.0,9,11,9064,1
2016,4,SOFT,0.0,10,14,9064,4
2017,3,SOFT,0.0,10,14,9064,22
2018,4,SOFT,0.0,11,13,9064,11
2019,4,SOFT,0.0,11,15,9064,14
2020,4,SOFT,0.0,11,15,9064,16
2021,5,SOFT,3.0,12,14,9064,1
2022,4,SOFT,2.0,12,14,9064,2
2023,4,SOFT,2.0,12,14,9064,23
2024,4,SOFT,0.0,12,14,9064,44
2025,4,SOFT,7.0,12,14,9064,63
2026,4,SOFT,0.0,12,14,9064,77
2027,4,SOFT,0.0,12,14,9064,81
2028,4,SOFT,2.0,12,16,9064,18
2029,4,SOFT,0.0,12,16,9064,31
2030,5,SOFT,0.0,12,18,9064,55
2031,5,SOFT,0.0,14,15,9064,11
2032,6,SOFT,0.0,15,17,9064,1
2033,5,SOFT,1.0,15,17,9064,4
2034,4,SOFT,0.0,15,17,9064,22
2035,5,SOFT,0.0,15,18,9064,44
2036,5,SOFT,0.0,15,18,9064,63
2037,5,SOFT,0.0,15,19,9064,2
2038,5,SOFT,0.0,15,19,9064,23
2039,5,SOFT,0.0,15,19,9064,77
2040,5,SOFT,0.0,15,19,9064,81
2041,5,SOFT,0.0,16,17,9064,14
2042,6,SOFT,0.0,16,18,9064,11
2043,5,SOFT,0.0,16,18,9064,16
2044,5,SOFT,5.0,17,18,9064,18
2045,5,SOFT,0.0,17,19,9064,31
2046,7,SOFT,0.0,18,20,9064,1
2047,6,SOFT,0.0,18,20,9064,4
2048,6,SOFT,0.0,18,20,9064,14
2049,5,SOFT,4.0,18,20,9064,22
2050,7,SOFT,0.0,19,21,9064,11
2051,6,SOFT,0.0,19,21,9064,16
2052,6,SOFT,0.0,19,21,9064,44
2053,6,SOFT,0.0,19,21,9064,55
2054,6,SOFT,0.0,19,23,9064,18
2055,6,SOFT,2.0,20,24,9064,81
2056,7,SOFT,0.0,21,23,9064,14
2057,6,SOFT,5.0,21,23,9064,22
2058,7,SOFT,0.0,22,24,9064,44
2059,7,UNKNOWN,0.0,22,24,9064,55
2060,1,MEDIUM,0.0,1,1,9069,22
2061,1,MEDIUM,5.0,1,3,9069,31
2062,1,SOFT,3.0,1,10,9069,4
2063,1,MEDIUM,3.0,1,17,9069,1
2064,1,MEDIUM,0.0,1,17,9069,10
2065,1,MEDIUM,4.0,1,17,9069,11
2066,1,MEDIUM,5.0,1,17,9069,14
2067,1,MEDIUM,0.0,1,17,9069,16
2068,1,MEDIUM,6.0,1,17,9069,18
2069,1,MEDIUM,0.0,1,17,9069,20
2070,1,MEDIUM,0.0,1,17,9069,21
2071,1,MEDIUM,6.0,1,17,9069,23
2072,1,MEDIUM,0.0,1,17,9069,24
2073,1,MEDIUM,6.0,1,17,9069,27
2074,1,MEDIUM,6.0,1,17,9069,44
2075,1,MEDIUM,0.0,1,17,9069,55
2076,1,MEDIUM,7.0,1,17,9069,63
2077,1,SOFT,0.0,1,17,9069,77
2078,1,MEDIUM,0.0,1,17,9069,81
2079,2,MEDIUM,6.0,2,2,9069,22
2080,2,SOFT,4.0,4,12,9069,31
2081,2,MEDIUM,6.0,11,17,9069,4
2082,3,SOFT,0.0,13,17,9069,31
2083,1,MEDIUM,0.0,1,5,9070,10
2084,1,MEDIUM,0.0,1,6,9070,77
2085,1,MEDIUM,0.0,1,7,9070,23
2086,1,MEDIUM,0.0,1,8,9070,2
2087,1,MEDIUM,0.0,1,8,9070,22
2088,1,MEDIUM,0.0,1,8,9070,81
2089,1,MEDIUM,0.0,1,9,9070,4
2090,1,MEDIUM,0.0,1,9,9070,44
2091,1,MEDIUM,0.0,1,10,9070,1
2092,1,MEDIUM,0.0,1,10,9070,20
2093,1,HARD,0.0,1,10,9070,21
2094,1,MEDIUM,0.0,1,11,9070,11
2095,1,MEDIUM,0.0,1,11,9070,14
2096,1,MEDIUM,0.0,1,11,9070,16
2097,1,MEDIUM,0.0,1,11,9070,18
2098,1,MEDIUM,0.0,1,11,9070,24
2099,1,MEDIUM,0.0,1,11,9070,55
2100,1,MEDIUM,0.0,1,11,9070,63
2101,1,HARD,0.0,1,49,9070,27
2102,1,HARD,0.0,1,50,9070,31
2103,2,HARD,0.0,6,23,9070,10
2104,2,HARD,0.0,7,12,9070,77
2105,2,HARD,0.0,8,51,9070,23
2106,2,HARD,0.0,9,51,9070,2
2107,2,HARD,0.0,9,51,9070,22
2108,2,HARD,0.0,9,51,9070,81
2109,2,HARD,0.0,10,51,9070,4
2110,2,HARD,0.0,10,51,9070,44
2111,2,HARD,0.0,11,51,9070,1
2112,2,HARD,0.0,11,51,9070,20
2113,2,HARD,0.0,12,36,9070,24
2114,2,HARD,0.0,12,49,9070,63
2115,2,HARD,0.0,12,51,9070,11
2116,2,HARD,0.0,12,51,9070,14
2117,2,HARD,0.0,12,51,9070,16
2118,2,HARD,3.0,12,51,9070,18
2119,2,HARD,0.0,12,51,9070,55
2120,3,HARD,0.0,13,34,9070,77
2121,3,HARD,0.0,24,51,9070,10
2122,4,MEDIUM,0.0,35,50,9070,77
2123,2,SOFT,0.0,50,50,9070,27
2124,3,SOFT,0.0,50,51,9070,63
2125,2,SOFT,0.0,51,51,9070,31
2126,1,MEDIUM,0.0,1,3,9278,10
2127,1,MEDIUM,0.0,1,5,9278,1
2128,1,MEDIUM,0.0,1,5,9278,16
2129,1,MEDIUM,0.0,1,5,9278,21
2130,1,MEDIUM,0.0,1,5,9278,24
2131,1,MEDIUM,0.0,1,5,9278,55
2132,1,MEDIUM,0.0,1,6,9278,2
2133,1,MEDIUM,0.0,1,6,9278,4
2134,1,MEDIUM,0.0,1,6,9278,11
2135,1,MEDIUM,0.0,1,6,9278,14
2136,1,MEDIUM,0.0,1,6,9278,18
2137,1,MEDIUM,0.0,1,6,9278,20
2138,1,MEDIUM,0.0,1,6,9278,22
2139,1,MEDIUM,0.0,1,6,9278,23
2140,1,MEDIUM,0.0,1,6,9278,27
2141,1,MEDIUM,0.0,1,6,9278,31
2142,1,MEDIUM,0.0,1,6,9278,44
2143,1,MEDIUM,0.0,1,6,9278,63
2144,1,MEDIUM,0.0,1,6,9278,77
2145,1,MEDIUM,0.0,1,6,9278,81
2146,2,MEDIUM,0.0,6,8,9278,1
2147,2,MEDIUM,0.0,6,10,9278,16
2148,2,MEDIUM,0.0,6,11,9278,55
2149,2,MEDIUM,0.0,7,10,9278,11
2150,2,MEDIUM,0.0,7,11,9278,14
2151,2,MEDIUM,0.0,7,11,9278,20
2152,2,MEDIUM,0.0,7,11,9278,31
2153,2,MEDIUM,0.0,7,12,9278,4
2154,2,MEDIUM,0.0,7,12,9278,18
2155,2,MEDIUM,0.0,7,12,9278,23
2156,2,MEDIUM,0.0,7,12,9278,27
2157,2,MEDIUM,0.0,7,12,9278,44
2158,2,MEDIUM,0.0,7,12,9278,81
2159,2,MEDIUM,0.0,7,13,9278,63
2160,3,SOFT,0.0,9,13,9278,1
2161,3,SOFT,0.0,11,14,9278,16
2162,3,SOFT,0.0,11,15,9278,11
2163,3,SOFT,0.0,12,15,9278,55
2164,3,SOFT,0.0,12,16,9278,14
2165,3,SOFT,0.0,13,17,9278,18
2166,3,SOFT,0.0,13,17,9278,23
2167,3,SOFT,0.0,13,17,9278,44
2168,3,SOFT,0.0,14,18,9278,63
2169,1,MEDIUM,0.0,1,1,9071,4
2170,1,HARD,0.0,1,1,9071,77
2171,1,MEDIUM,0.0,1,2,9071,14
2172,1,MEDIUM,0.0,1,2,9071,24
2173,1,MEDIUM,0.0,1,2,9071,63
2174,1,MEDIUM,0.0,1,3,9071,81
2175,1,HARD,0.0,1,7,9071,22
2176,1,MEDIUM,0.0,1,7,9071,44
2177,1,MEDIUM,0.0,1,8,9071,20
2178,1,HARD,0.0,1,8,9071,27
2179,1,HARD,0.0,1,9,9071,1
2180,1,MEDIUM,0.0,1,9,9071,2
2181,1,HARD,0.0,1,9,9071,10
2182,1,HARD,0.0,1,9,9071,11
2183,1,HARD,0.0,1,9,9071,23
2184,1,HARD,0.0,1,10,9071,18
2185,1,HARD,0.0,1,10,9071,21
2186,1,HARD,0.0,1,12,9071,16
2187,1,HARD,0.0,1,12,9071,55
2188,1,MEDIUM,0.0,1,15,9071,31
2189,2,HARD,0.0,2,2,9071,77
2190,2,MEDIUM,1.0,2,8,9071,4
2191,2,MEDIUM,2.0,3,5,9071,63
2192,2,MEDIUM,2.0,3,9,9071,24
2193,2,MEDIUM,2.0,3,10,9071,14
2194,3,HARD,0.0,3,10,9071,77
2195,2,MEDIUM,3.0,4,11,9071,81
2196,3,MEDIUM,5.0,6,13,9071,63
2197,2,MEDIUM,7.0,8,11,9071,44
2198,2,HARD,7.0,8,12,9071,22
2199,3,SOFT,0.0,9,10,9071,4
2200,2,SOFT,0.0,9,13,9071,27
2201,2,SOFT,0.0,9,14,9071,20
2202,3,SOFT,0.0,10,10,9071,24
2203,2,SOFT,0.0,10,11,9071,10
2204,2,SOFT,0.0,10,12,9071,1
2205,2,SOFT,0.0,10,12,9071,2
2206,2,SOFT,0.0,10,12,9071,11
2207,2,UNKNOWN,0.0,10,12,9071,23
2208,3,SOFT,0.0,11,12,9071,14
2209,4,SOFT,0.0,11,12,9071,77
2210,2,SOFT,0.0,11,14,9071,18
2211,4,SOFT,1.0,11,22,9071,24
2212,4,SOFT,2.0,11,23,9071,4
2213,3,SOFT,0.0,12,15,9071,81
2214,3,MEDIUM,11.0,12,19,9071,44
2215,3,SOFT,0.0,12,20,9071,10
2216,3,SOFT,3.0,13,14,9071,2
2217,3,SOFT,3.0,13,15,9071,1
2218,3,SOFT,3.0,13,15,9071,11
2219,3,SOFT,3.0,13,15,9071,23
2220,2,SOFT,0.0,13,16,9071,16
2221,3,HARD,12.0,13,16,9071,22
2222,2,SOFT,0.0,13,17,9071,55
2223,4,SOFT,2.0,13,24,9071,14
2224,5,SOFT,2.0,13,24,9071,77
2225,4,SOFT,0.0,14,18,9071,63
2226,4,SOFT,5.0,15,17,9071,2
2227,3,SOFT,4.0,15,24,9071,18
2228,3,MEDIUM,8.0,15,25,9071,20
2229,4,HARD,9.0,16,22,9071,1
2230,4,SOFT,6.0,16,22,9071,11
2231,4,MEDIUM,11.0,16,24,9071,81
2232,4,SOFT,6.0,16,25,9071,23
2233,2,SOFT,0.0,16,27,9071,31
2234,3,SOFT,0.0,17,23,9071,16
2235,4,SOFT,0.0,17,28,9071,22
2236,3,SOFT,0.0,18,23,9071,55
2237,5,SOFT,8.0,18,27,9071,2
2238,4,SOFT,0.0,20,24,9071,44
2239,1,MEDIUM,0.0,1,5,9072,4
2240,1,HARD,0.0,1,5,9072,81
2241,1,HARD,0.0,1,6,9072,2
2242,1,MEDIUM,0.0,1,7,9072,1
2243,1,MEDIUM,0.0,1,7,9072,10
2244,1,MEDIUM,0.0,1,7,9072,16
2245,1,HARD,0.0,1,7,9072,20
2246,1,MEDIUM,0.0,1,7,9072,22
2247,1,MEDIUM,0.0,1,7,9072,23
2248,1,MEDIUM,0.0,1,7,9072,27
2249,1,HARD,0.0,1,7,9072,31
2250,1,MEDIUM,0.0,1,7,9072,63
2251,1,UNKNOWN,0.0,1,7,9072,77
2252,1,MEDIUM,0.0,1,8,9072,11
2253,1,HARD,0.0,1,8,9072,14
2254,1,SOFT,0.0,1,8,9072,21
2255,1,MEDIUM,0.0,1,9,9072,18
2256,1,HARD,0.0,1,9,9072,24
2257,1,MEDIUM,0.0,1,9,9072,44
2258,1,MEDIUM,0.0,1,9,9072,55
2259,2,SOFT,0.0,6,8,9072,4
2260,2,SOFT,0.0,6,10,9072,81
2261,2,SOFT,0.0,7,9,9072,2
2262,2,MEDIUM,0.0,8,8,9072,77
2263,2,SOFT,0.0,8,10,9072,23
2264,2,SOFT,0.0,8,12,9072,16
2265,2,SOFT,0.0,8,12,9072,20
2266,2,SOFT,0.0,8,12,9072,27
2267,2,SOFT,0.0,8,13,9072,1
2268,2,SOFT,0.0,8,14,9072,10
2269,2,SOFT,0.0,8,14,9072,63
2270,2,SOFT,0.0,8,16,9072,22
2271,2,SOFT,0.0,8,16,9072,31
2272,3,SOFT,3.0,9,10,9072,4
2273,2,SOFT,0.0,9,11,9072,11
2274,2,SOFT,0.0,9,14,9072,21
2275,2,SOFT,0.0,9,16,9072,14
2276,3,SOFT,0.0,9,16,9072,77
2277,3,SOFT,0.0,10,12,9072,2
